,Image,Collection,Production,Date,Occasion,Leaflet Language,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Title Language,Season,Directors
2038,Scan 2024-03-11 1324-202.jpeg,1953-1954,Carmen,1954-07-27,,ned,False,804410,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1953-1954,August Baeyens
2039,Scan 2024-03-11 1324-204.jpeg,1953-1954,Kleermaker Wibbel,1954-07-29,,ned,False,854105,Kleermaker Wibbel,DUI,Mark Lothar,1938,Schneider Wibbel,komische opera,NL,1953-1954,August Baeyens
2040,Scan 2024-03-11 1324-206.jpeg,1953-1954,Parsifal,1954-07-31,,ned,False,459793,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1953-1954,August Baeyens
2041,Scan 2024-03-11 1427-14.jpeg,1954-1955,Prins Igor,1954-10-02,openingsvoorstelling,ned,False,499628,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2043,Scan 2024-03-11 1427-27.jpeg,1954-1955,Jenoefa,1954-10-03,,ned,False,281835,Jenufa,TSJ,Leoš Janáček,1904,Jenůfa,opera,Unk,1954-1955,August Baeyens
2044,Scan 2024-03-11 1427-34.jpeg,1954-1955,Kleermaker Wibbel,1954-10-04,,ned,False,378009,Kleermaker Wibbel,DUI,Mark Lothar,1938,Schneider Wibbel,komische opera,NL,1954-1955,August Baeyens
2045,Scan 2024-03-11 1427-42.jpeg,1954-1955,De Vice-Admiraal,1954-10-05,,ned,False,811793,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2046,Scan 2024-03-11 1427-49.jpeg,1954-1955,Prins Igor,1954-10-07,,ned,False,173352,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2047,Scan 2024-03-11 1427-51.jpeg,1954-1955,Kleermaker Wibbel,1954-10-09,,ned,False,424805,Kleermaker Wibbel,DUI,Mark Lothar,1938,Schneider Wibbel,komische opera,NL,1954-1955,August Baeyens
2048,Scan 2024-03-11 1427-53.jpeg,1954-1955,Prins Igor,1954-10-10,,ned,False,625139,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2049,Scan 2024-03-11 1427-55.jpeg,1954-1955,De Vice-Admiraal,1954-10-10,,ned,False,402769,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2050,Scan 2024-03-11 1427-57.jpeg,1954-1955,Jenoefa,1954-10-12,,ned,False,189818,Jenufa,TSJ,Leoš Janáček,1904,Jenůfa,opera,Unk,1954-1955,August Baeyens
2051,Scan 2024-03-11 1427-60.jpeg,1954-1955,Iphigeneia in Tauris,1954-10-14,,ned,False,736649,Iphigeneia in Tauris,FR,Christoph Willibald Gluck,1774,Iphigénie en Aulide,opera,NL,1954-1955,August Baeyens
2052,Scan 2024-03-11 1427-67.jpeg,1954-1955,Jenoefa,1954-10-16,,ned,False,131145,Jenufa,TSJ,Leoš Janáček,1904,Jenůfa,opera,Unk,1954-1955,August Baeyens
2053,Scan 2024-03-11 1427-69.jpeg,1954-1955,De Vice-Admiraal,1954-10-17,,ned,False,688432,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2054,Scan 2024-03-11 1427-72.jpeg,1954-1955,Faust,1954-10-17,,ned,False,601563,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2055,Scan 2024-03-11 1427-79.jpeg,1954-1955,Prins Igor,1954-10-19,,ned,False,903968,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2056,Scan 2024-03-11 1427-81.jpeg,1954-1955,Kleermaker Wibbel,1954-10-21,,ned,False,751651,Kleermaker Wibbel,DUI,Mark Lothar,1938,Schneider Wibbel,komische opera,NL,1954-1955,August Baeyens
2057,Scan 2024-03-11 1427-83.jpeg,1954-1955,De Vice-Admiraal,1954-10-23,,ned,False,166553,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2058,Scan 2024-03-11 1427-85.jpeg,1954-1955,Iphigeneia in Tauris,1954-10-24,,ned,False,265714,Iphigeneia in Tauris,FR,Christoph Willibald Gluck,1774,Iphigénie en Aulide,opera,NL,1954-1955,August Baeyens
2059,Scan 2024-03-11 1427-87.jpeg,1954-1955,Jenoefa,1954-10-24,,ned,False,422533,Jenufa,TSJ,Leoš Janáček,1904,Jenůfa,opera,Unk,1954-1955,August Baeyens
2060,Scan 2024-03-11 1427-89.jpeg,1954-1955,Faust,1954-10-26,,ned,False,164249,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2061,Scan 2024-03-11 1427-92.jpeg,1954-1955,Tosca,1954-10-28,,ned,True,453636,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2062,Scan 2024-03-11 1427-92.jpeg,1954-1955,De Kermis van Delft,1954-10-28,,ned,True,453636,De Kermis van Delft,DUI,Hermann Reutter,1937,Die Kirmes von Delft,ballet,NL,1954-1955,August Baeyens
2063,Scan 2024-03-11 1427-99.jpeg,1954-1955,Iphigeneia in Tauris,1954-10-30,,ned,False,991095,Iphigeneia in Tauris,FR,Christoph Willibald Gluck,1774,Iphigénie en Aulide,opera,NL,1954-1955,August Baeyens
2064,Scan 2024-03-11 1427-101.jpeg,1954-1955,Faust,1954-10-31,,ned,False,480184,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2065,Scan 2024-03-11 1427-103.jpeg,1954-1955,Prins Igor,1954-10-31,,ned,False,227015,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2066,Scan 2024-03-11 1427-106.jpeg,1954-1955,Iphigeneia in Tauris,1954-11-02,,ned,False,340313,Iphigeneia in Tauris,FR,Christoph Willibald Gluck,1774,Iphigénie en Aulide,opera,NL,1954-1955,August Baeyens
2067,Scan 2024-03-11 1427-108.jpeg,1954-1955,Jenoefa,1954-11-04,,ned,False,760291,Jenufa,TSJ,Leoš Janáček,1904,Jenůfa,opera,Unk,1954-1955,August Baeyens
2068,Scan 2024-03-11 1427-111.jpeg,1954-1955,De Ontvoering uit het Serail,1954-11-06,,ned,False,340478,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2069,Scan 2024-03-11 1427-117.jpeg,1954-1955,Kleermaker Wibbel,1954-11-07,,ned,False,474103,Kleermaker Wibbel,DUI,Mark Lothar,1938,Schneider Wibbel,komische opera,NL,1954-1955,August Baeyens
2070,Scan 2024-03-11 1427-119.jpeg,1954-1955,Iphigeneia in Tauris,1954-11-07,,ned,False,287438,Iphigeneia in Tauris,FR,Christoph Willibald Gluck,1774,Iphigénie en Aulide,opera,NL,1954-1955,August Baeyens
2071,Scan 2024-03-11 1427-122.jpeg,1954-1955,De Ontvoering uit het Serail,1954-11-09,,ned,False,712450,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2072,Scan 2024-03-11 1427-124.jpeg,1954-1955,De Vice-Admiraal,1954-11-11,,ned,False,172608,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2073,Scan 2024-03-11 1427-126.jpeg,1954-1955,Tosca,1954-11-13,,ned,True,706722,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2074,Scan 2024-03-11 1427-126.jpeg,1954-1955,De Kermis van Delft,1954-11-13,,ned,True,706722,De Kermis van Delft,DUI,Hermann Reutter,1937,Die Kirmes von Delft,ballet,NL,1954-1955,August Baeyens
2075,Scan 2024-03-11 1427-129.jpeg,1954-1955,De Graaf van Luxemburg,1954-11-14,,ned,False,565479,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2076,Scan 2024-03-11 1427-135.jpeg,1954-1955,De Ontvoering uit het Serail,1954-11-14,,ned,False,398496,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2077,Scan 2024-03-11 1427-137.jpeg,1954-1955,De Ontvoering uit het Serail,1954-11-16,,ned,False,803808,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2078,Scan 2024-03-11 1427-139.jpeg,1954-1955,De Graaf van Luxemburg,1954-11-18,,ned,False,324594,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2079,Scan 2024-03-11 1427-142.jpeg,1954-1955,Aida,1954-11-20,,ned,False,764190,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2080,Scan 2024-03-11 1427-148.jpeg,1954-1955,De Ontvoering uit het Serail,1954-11-21,,ned,False,453263,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2081,Scan 2024-03-11 1427-150.jpeg,1954-1955,Tosca,1954-11-21,,ned,True,924987,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2082,Scan 2024-03-11 1427-150.jpeg,1954-1955,De Kermis van Delft,1954-11-21,,ned,True,924987,De Kermis van Delft,DUI,Hermann Reutter,1937,Die Kirmes von Delft,ballet,NL,1954-1955,August Baeyens
2083,Scan 2024-03-11 1427-152.jpeg,1954-1955,Aida,1954-11-23,galavoorstelling,ned,False,923271,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2084,Scan 2024-03-11 1427-154.jpeg,1954-1955,Madama Butterfly,1954-11-25,,ned,False,751996,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2086,Scan 2024-03-11 1427-157.jpeg,1954-1955,Faust,1954-11-27,,ned,False,393464,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2087,Scan 2024-03-11 1427-159.jpeg,1954-1955,Tosca,1954-11-28,,ned,True,906630,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2088,Scan 2024-03-11 1427-159.jpeg,1954-1955,"Ballet uit ""Prins Igor""",1954-11-28,,ned,True,906630,"Ballet uit ""Prins Igor""",N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
2089,Scan 2024-03-11 1427-161.jpeg,1954-1955,Aida,1954-11-28,,ned,False,694442,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2090,Scan 2024-03-11 1427-163.jpeg,1954-1955,De Ontvoering uit het Serail,1954-11-30,,ned,False,622023,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2091,Scan 2024-03-11 1427-166.jpeg,1954-1955,Aida,1954-12-02,,ned,False,719914,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2092,Scan 2024-03-11 1427-169.jpeg,1954-1955,De Schalkse Weduwe,1954-12-04,,ned,True,708257,De Schalkse Weduwe,ITA,Ermanno Wolf-Ferrari,1931,Le vedova scaltra,komische opera,NL,1954-1955,August Baeyens
2093,Scan 2024-03-11 1427-169.jpeg,1954-1955,Spaanse Dansen,1954-12-04,,ned,True,708257,Spaanse Dansen,DUI,Moritz Moszkowski,1911,Spanischer Tanz,ballet,NL,1954-1955,August Baeyens
2094,Scan 2024-03-11 1427-177.jpeg,1954-1955,Aida,1954-12-05,,ned,False,779105,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2095,Scan 2024-03-11 1427-179.jpeg,1954-1955,De Graaf van Luxemburg,1954-12-05,,ned,False,645052,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2096,Scan 2024-03-11 1427-181.jpeg,1954-1955,Kleermaker Wibbel,1954-12-07,galavoorstelling,ned,False,329653,Kleermaker Wibbel,DUI,Mark Lothar,1938,Schneider Wibbel,komische opera,NL,1954-1955,August Baeyens
2097,Scan 2024-03-11 1427-183.jpeg,1954-1955,De Schalkse Weduwe,1954-12-09,,ned,True,888326,De Schalkse Weduwe,ITA,Ermanno Wolf-Ferrari,1931,Le vedova scaltra,komische opera,NL,1954-1955,August Baeyens
2098,Scan 2024-03-11 1427-183.jpeg,1954-1955,Spaanse Dansen,1954-12-09,,ned,True,888326,Spaanse Dansen,DUI,Moritz Moszkowski,1911,Spanischer Tanz,ballet,NL,1954-1955,August Baeyens
2099,Scan 2024-03-11 1427-185.jpeg,1954-1955,Prins Igor,1954-12-11,,ned,False,167527,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2100,Scan 2024-03-11 1427-187.jpeg,1954-1955,Faust,1954-12-12,,ned,False,552146,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2101,Scan 2024-03-11 1427-189.jpeg,1954-1955,De Vice-Admiraal,1954-12-12,,ned,False,700037,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2102,Scan 2024-03-11 1427-191.jpeg,1954-1955,De Schalkse Weduwe,1954-12-14,,ned,True,484197,De Schalkse Weduwe,ITA,Ermanno Wolf-Ferrari,1931,Le vedova scaltra,komische opera,NL,1954-1955,August Baeyens
2103,Scan 2024-03-11 1427-191.jpeg,1954-1955,Spaanse Dansen,1954-12-14,,ned,True,484197,Spaanse Dansen,DUI,Moritz Moszkowski,1911,Spanischer Tanz,ballet,NL,1954-1955,August Baeyens
2104,Scan 2024-03-11 1427-193.jpeg,1954-1955,Faust,1954-12-16,,ned,False,655996,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2105,Scan 2024-03-11 1427-196.jpeg,1954-1955,André Chénier,1954-12-18,,ned,False,678667,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2106,Scan 2024-03-11 1427-203.jpeg,1954-1955,De Vice-Admiraal,1954-12-19,,ned,False,498999,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2107,Scan 2024-03-11 1427-206.jpeg,1954-1955,Faust,1954-12-19,,ned,False,204450,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2108,Scan 2024-03-11 1427-208.jpeg,1954-1955,De Graaf van Luxemburg,1954-12-21,,ned,False,428454,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2109,Scan 2024-03-11 1427-210.jpeg,1954-1955,André Chénier,1954-12-23,,ned,False,946917,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2110,Scan 2024-03-11 1427-212.jpeg,1954-1955,De Vice-Admiraal,1954-12-25,,ned,False,429550,De Vice-Admiraal,DUI,Carl Millöcker,1886,Der Vice-Admiral,operetta,NL,1954-1955,August Baeyens
2111,Scan 2024-03-11 1427-215.jpeg,1954-1955,Cavalleria Rusticana,1954-12-26,,ned,True,482154,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1954-1955,August Baeyens
2112,Scan 2024-03-11 1427-215.jpeg,1954-1955,Paljas,1954-12-26,,ned,True,482154,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1954-1955,August Baeyens
2113,Scan 2024-03-11 1427-222.jpeg,1954-1955,De Schalkse Weduwe,1954-12-26,,ned,True,545898,De Schalkse Weduwe,ITA,Ermanno Wolf-Ferrari,1931,Le vedova scaltra,komische opera,NL,1954-1955,August Baeyens
2114,Scan 2024-03-11 1427-222.jpeg,1954-1955,Spaanse Dansen,1954-12-26,,ned,True,545898,Spaanse Dansen,DUI,Moritz Moszkowski,1911,Spanischer Tanz,ballet,NL,1954-1955,August Baeyens
2115,Scan 2024-03-11 1427-224.jpeg,1954-1955,Tosca,1954-12-28,,ned,True,719031,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2116,Scan 2024-03-11 1427-224.jpeg,1954-1955,De Kermis van Delft,1954-12-28,,ned,True,719031,De Kermis van Delft,DUI,Hermann Reutter,1937,Die Kirmes von Delft,ballet,NL,1954-1955,August Baeyens
2117,Scan 2024-03-11 1427-226.jpeg,1954-1955,Prins Igor,1954-12-30,,ned,False,573684,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2118,Scan 2024-03-11 1549-2.jpeg,1954-1955,De Graaf van Luxemburg,1955-01-01,,ned,False,929030,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2119,Scan 2024-03-11 1549-4.jpeg,1954-1955,André Chénier,1955-01-02,,ned,False,997390,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2120,Scan 2024-03-11 1549-6.jpeg,1954-1955,Cavalleria Rusticana,1955-01-02,,ned,True,875316,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1954-1955,August Baeyens
2121,Scan 2024-03-11 1549-6.jpeg,1954-1955,Paljas,1955-01-02,,ned,True,875316,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1954-1955,August Baeyens
2122,Scan 2024-03-11 1549-8.jpeg,1954-1955,Aida,1955-01-04,,ned,False,917178,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2123,Scan 2024-03-11 1549-11.jpeg,1954-1955,Salome,1955-01-06,,ned,True,421669,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1954-1955,August Baeyens
2124,Scan 2024-03-11 1549-11.jpeg,1954-1955,Judith,1955-01-06,,ned,True,421669,Judith,FR,Arthur Honegger,1926,Judith,oratorio,Unk,1954-1955,August Baeyens
2125,Scan 2024-03-11 1549-20.jpeg,1954-1955,De Barbier van Sevilla,1955-01-08,,ned,False,405884,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2126,Scan 2024-03-11 1549-27.jpeg,1954-1955,De Schalkse Weduwe,1955-01-09,,ned,True,346831,De Schalkse Weduwe,ITA,Ermanno Wolf-Ferrari,1931,Le vedova scaltra,komische opera,NL,1954-1955,August Baeyens
2127,Scan 2024-03-11 1549-27.jpeg,1954-1955,Spaanse Dansen,1955-01-09,,ned,True,346831,Spaanse Dansen,DUI,Moritz Moszkowski,1911,Spanischer Tanz,ballet,NL,1954-1955,August Baeyens
2128,Scan 2024-03-11 1549-29.jpeg,1954-1955,Salome,1955-01-09,,ned,True,601177,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1954-1955,August Baeyens
2129,Scan 2024-03-11 1549-29.jpeg,1954-1955,Judith,1955-01-09,,ned,True,601177,Judith,FR,Arthur Honegger,1926,Judith,oratorio,Unk,1954-1955,August Baeyens
2130,Scan 2024-03-11 1549-31.jpeg,1954-1955,André Chénier,1955-01-11,,ned,False,707788,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2131,Scan 2024-03-11 1549-33.jpeg,1954-1955,De Barbier van Sevilla,1955-01-13,,ned,False,756425,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2132,Scan 2024-03-11 1549-35.jpeg,1954-1955,Salome,1955-01-15,,ned,True,601922,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1954-1955,August Baeyens
2133,Scan 2024-03-11 1549-35.jpeg,1954-1955,Judith,1955-01-15,,ned,True,601922,Judith,FR,Arthur Honegger,1926,Judith,oratorio,Unk,1954-1955,August Baeyens
2134,Scan 2024-03-11 1549-38.jpeg,1954-1955,Madama Butterfly,1955-01-16,,ned,True,125568,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2135,Scan 2024-03-11 1549-38.jpeg,1954-1955,De Goedgeluimde Dames,1955-01-16,,ned,True,125568,De Goedgeluimde Dames,?,Domenico Scarlatti,?,?,ballet,NL,1954-1955,August Baeyens
2136,Scan 2024-03-11 1549-45.jpeg,1954-1955,André Chénier,1955-01-16,,ned,False,364848,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2137,Scan 2024-03-11 1549-47.jpeg,1954-1955,André Chénier,1955-01-18,,ned,False,759821,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2138,Scan 2024-03-11 1549-49.jpeg,1954-1955,Cavalleria Rusticana,1955-01-20,,ned,True,750193,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1954-1955,August Baeyens
2139,Scan 2024-03-11 1549-49.jpeg,1954-1955,Paljas,1955-01-20,,ned,True,750193,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1954-1955,August Baeyens
2140,Scan 2024-03-11 1549-52.jpeg,1954-1955,Tannhäuser,1955-01-22,,ned,False,283028,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1954-1955,August Baeyens
2141,Scan 2024-03-11 1549-59.jpeg,1954-1955,De Barbier van Sevilla,1955-01-23,,ned,False,811360,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2142,Scan 2024-03-11 1549-61.jpeg,1954-1955,Madama Butterfly,1955-01-23,,ned,True,128120,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2143,Scan 2024-03-11 1549-61.jpeg,1954-1955,De Goedgeluimde Dames,1955-01-23,,ned,True,128120,De Goedgeluimde Dames,?,Domenico Scarlatti,?,?,ballet,NL,1954-1955,August Baeyens
2144,Scan 2024-03-11 1549-63.jpeg,1954-1955,André Chénier,1955-01-25,,ned,False,643667,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2145,Scan 2024-03-11 1549-65.jpeg,1954-1955,Madama Butterfly,1955-01-27,,ned,True,981295,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2146,Scan 2024-03-11 1549-65.jpeg,1954-1955,De Goedgeluimde Dames,1955-01-27,,ned,True,981295,De Goedgeluimde Dames,?,Domenico Scarlatti,?,?,ballet,NL,1954-1955,August Baeyens
2147,Scan 2024-03-11 1549-67.jpeg,1954-1955,Aida,1955-01-29,,ned,False,785991,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2148,Scan 2024-03-11 1549-69.jpeg,1954-1955,Salome,1955-01-30,,ned,True,246376,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1954-1955,August Baeyens
2149,Scan 2024-03-11 1549-69.jpeg,1954-1955,Judith,1955-01-30,,ned,True,246376,Judith,FR,Arthur Honegger,1926,Judith,oratorio,Unk,1954-1955,August Baeyens
2150,Scan 2024-03-11 1549-71.jpeg,1954-1955,De Barbier van Sevilla,1955-01-30,,ned,False,250741,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2151,Scan 2024-03-11 1549-74.jpeg,1954-1955,De Barbier van Sevilla,1955-02-01,,ned,False,606061,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2152,Scan 2024-03-11 1549-76.jpeg,1954-1955,Tannhäuser,1955-02-03,,ned,False,125437,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1954-1955,August Baeyens
2153,Scan 2024-03-11 1549-78.jpeg,1954-1955,Cavalleria Rusticana,1955-02-05,,ned,True,891190,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1954-1955,August Baeyens
2154,Scan 2024-03-11 1549-78.jpeg,1954-1955,Paljas,1955-02-05,,ned,True,891190,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1954-1955,August Baeyens
2155,Scan 2024-03-11 1549-80.jpeg,1954-1955,Tannhäuser,1955-02-06,,ned,False,108967,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1954-1955,August Baeyens
2156,Scan 2024-03-11 1549-83.jpeg,1954-1955,De Dappere Soldaat,1955-02-06,,ned,False,936343,De Dappere Soldaat,DUI,Oscar Strauss,1908,Der tapfere Soldat,operette,NL,1954-1955,August Baeyens
2157,Scan 2024-03-11 1549-89.jpeg,1954-1955,Tannhauser,1955-02-08,galavoorstelling,ned,False,505977,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1954-1955,August Baeyens
2158,Scan 2024-03-11 1549-90.jpeg,1954-1955,De Dappere Soldaat,1955-02-10,,ned,False,804873,De Dappere Soldaat,DUI,Oscar Strauss,1908,Der tapfere Soldat,operette,NL,1954-1955,August Baeyens
2159,Scan 2024-03-11 1549-92.jpeg,1954-1955,Madama Butterfly,1955-02-12,,ned,True,683536,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2160,Scan 2024-03-11 1549-92.jpeg,1954-1955,De Goedgeluimde Dames,1955-02-12,,ned,True,683536,De Goedgeluimde Dames,?,Domenico Scarlatti,?,?,ballet,NL,1954-1955,August Baeyens
2161,Scan 2024-03-11 1549-94.jpeg,1954-1955,De Graaf van Luxemburg,1955-02-13,,ned,False,988861,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2162,Scan 2024-03-11 1549-96.jpeg,1954-1955,Aida,1955-02-13,,ned,False,973773,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2163,Scan 2024-03-11 1549-98.jpeg,1954-1955,De Barbier van Sevilla,1955-02-15,,ned,False,107222,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2164,Scan 2024-03-11 1549-100.jpeg,1954-1955,Aida,1955-02-17,,ned,False,291953,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
